window_id,pool,declared_regime,measured_regime,realized_vol_annualised_pct,regime_stress_threshold_pct,dutch_auction_lp_net_vs_hook_quote,dutch_auction_lp_net_vs_fixed_fee_quote,dutch_auction_trigger_rate,dutch_auction_fill_rate
weth_usdc_3000_month_23594443_23601642_w17,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,89.77193869266691,100.0,2.220446049250313e-15,6.18988583111641,0.0,
weth_usdc_3000_month_23601643_23608842_w18,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,39.55010576995218,100.0,-2.220446049250313e-16,0.9339677570452627,0.0,
weth_usdc_3000_month_23608843_23616042_w19,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,74.18364543430792,100.0,-4.440892098500626e-16,2.4371655485536428,0.0,
weth_usdc_3000_month_23616043_23623242_w20,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,52.65130675860693,100.0,-2.220446049250313e-16,1.7515872248250888,0.0,
weth_usdc_3000_month_23623243_23630442_w21,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,80.42445151348136,100.0,-8.881784197001252e-16,4.4408811224899445,0.0,
weth_usdc_3000_month_23630443_23637642_w22,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,73.6897491332469,100.0,0.0,3.133944842805299,0.0,
weth_usdc_3000_month_23637643_23644842_w23,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,57.298376140751564,100.0,1.5543122344752192e-15,1.6293610256915647,0.0,
weth_usdc_3000_month_23644843_23652042_w24,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,51.81505709101479,100.0,1.099120794378905e-14,2.3358868994013133,0.0,
weth_usdc_3000_month_23652043_23659242_w25,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,24.25034870686172,100.0,2.7755575615628914e-17,0.40956203872090313,0.0,
weth_usdc_3000_month_23659243_23666442_w26,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,60.43474953940831,100.0,-6.661338147750939e-16,1.8272873105063026,0.0,
weth_usdc_3000_month_23666443_23673642_w27,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,53.63009478219094,100.0,-6.661338147750939e-16,1.3873816356182518,0.0,
weth_usdc_3000_month_23673643_23680842_w28,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,60.57370442537721,100.0,-6.661338147750939e-16,3.883161271751179,0.0,
weth_usdc_3000_month_23680843_23688042_w29,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,77.67364957855989,100.0,-8.881784197001252e-16,5.154948607829681,0.0,
weth_usdc_3000_month_23688043_23695242_w30,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,65.90928706992344,100.0,3.9968028886505635e-15,6.774325202135116,0.0,
weth_usdc_3000_month_23695243_23700766_w31,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,57.80125863996103,100.0,-1.3322676295501878e-15,3.9026048898922654,0.0,
