brier_score,count,evaluation_scheme,expected_calibration_error,mean_toxicity_probability,method,observed_toxic_rate,pool_family,probability_branch,test_month
0.20225064116942998,345,rolling_chronological,0.06626140512836963,0.2062023629875724,sign_offset,0.27246376811594203,weth_usdc_3000,widens_gap,2026-05
0.2569918219647898,1206,rolling_chronological,0.13135832675245793,0.27079756047805614,sign_offset,0.4021558872305141,weth_usdc_3000,widens_gap,2026-06
0.9937337498718454,1,rolling_chronological,0.9968619512609784,0.9968619512609784,sign_platt,0.0,eurc_usdc_500,closes_gap,2026-02
0.95627818472432,1,rolling_chronological,0.9778947718053922,0.9778947718053922,sign_platt,0.0,eurc_usdc_500,closes_gap,2026-03
0.9763154784776037,1,rolling_chronological,0.9880867767952386,0.9880867767952386,sign_platt,0.0,eurc_usdc_500,closes_gap,2026-04
0.0005034793023009908,2,rolling_chronological,0.022438344464353666,0.9775616555356463,sign_platt,1.0,eurc_usdc_500,closes_gap,2026-05
3.930042752815122e-10,6,rolling_chronological,1.9824335431017914e-05,0.999980175664569,sign_platt,1.0,eurc_usdc_500,closes_gap,2026-06
0.2937189508133177,220,rolling_chronological,0.2862192086772974,0.40923533677724805,sign_platt,0.6954545454545454,eurc_usdc_500,widens_gap,2026-02
0.24817838911747842,471,rolling_chronological,0.19657405495310964,0.4220453449685202,sign_platt,0.554140127388535,eurc_usdc_500,widens_gap,2026-03
0.2277330334113126,65,rolling_chronological,0.36156585229906174,0.40644102585824493,sign_platt,0.2923076923076923,eurc_usdc_500,widens_gap,2026-04
0.32557532430801944,94,rolling_chronological,0.35423839150382136,0.3691658638153276,sign_platt,0.723404255319149,eurc_usdc_500,widens_gap,2026-05
0.3537016362200232,76,rolling_chronological,0.39209213818850924,0.3315920723378066,sign_platt,0.7236842105263158,eurc_usdc_500,widens_gap,2026-06
0.005214518974490161,214,rolling_chronological,0.02455365264142606,0.9707734501623123,sign_platt,0.9953271028037384,paxg_usdc_500,closes_gap,2026-02
0.005588883538231202,229,rolling_chronological,0.0310274971619805,0.9646056906109453,sign_platt,0.9956331877729258,paxg_usdc_500,closes_gap,2026-03
0.00014192496122577994,133,rolling_chronological,0.01191322631471714,0.9880867736852829,sign_platt,1.0,paxg_usdc_500,closes_gap,2026-04
0.00045624047013565676,89,rolling_chronological,0.021357120799641693,0.9786428792003583,sign_platt,1.0,paxg_usdc_500,closes_gap,2026-05
2.853409304243038e-09,72,rolling_chronological,3.645725690304413e-05,0.999963542743097,sign_platt,1.0,paxg_usdc_500,closes_gap,2026-06
0.21987935156981958,672,rolling_chronological,0.12054493854653325,0.4092354147370094,sign_platt,0.28869047619047616,paxg_usdc_500,widens_gap,2026-02
0.20337207804237936,901,rolling_chronological,0.1151321599530563,0.38119011298531097,sign_platt,0.2741398446170921,paxg_usdc_500,widens_gap,2026-03
0.2321564938259498,513,rolling_chronological,0.2783751084989611,0.4011703899186945,sign_platt,0.14814814814814814,paxg_usdc_500,widens_gap,2026-04
0.17898248203576608,239,rolling_chronological,0.2059860318029257,0.36916594812091735,sign_platt,0.16317991631799164,paxg_usdc_500,widens_gap,2026-05
0.25834749756384884,345,rolling_chronological,0.10898756990248581,0.3315921402424417,sign_platt,0.4405797101449275,paxg_usdc_500,widens_gap,2026-06
0.2648972831038575,14,rolling_chronological,0.25034714463505914,0.9646328589207734,sign_platt,0.7142857142857143,weth_usdc_3000,closes_gap,2026-02
0.10558243148722642,9,rolling_chronological,0.08034186128641696,0.9692307501753058,sign_platt,0.8888888888888888,weth_usdc_3000,closes_gap,2026-03
0.21706938140523138,9,rolling_chronological,0.2103089921064255,0.9880867698842033,sign_platt,0.7777777777777778,weth_usdc_3000,closes_gap,2026-04
0.03592232007148431,27,rolling_chronological,0.015693222381460536,0.9786561853444234,sign_platt,0.9629629629629629,weth_usdc_3000,closes_gap,2026-05
1.1701769079964775e-06,12,rolling_chronological,0.00048631772527285566,0.9995136822747271,sign_platt,1.0,weth_usdc_3000,closes_gap,2026-06
0.23491085421678748,856,rolling_chronological,0.03773998787333338,0.40923531497613713,sign_platt,0.37149532710280375,weth_usdc_3000,widens_gap,2026-02
0.21662424402722424,643,rolling_chronological,0.09581770049614391,0.38439613221285984,sign_platt,0.29082426127527217,weth_usdc_3000,widens_gap,2026-03
0.22306342350758998,448,rolling_chronological,0.09803827868597075,0.36221083339020915,sign_platt,0.2924107142857143,weth_usdc_3000,widens_gap,2026-04
0.2075785647095088,345,rolling_chronological,0.09670215167542223,0.36916591979136426,sign_platt,0.27246376811594203,weth_usdc_3000,widens_gap,2026-05
0.24540576851358697,1206,rolling_chronological,0.07056376837101735,0.33159211885949674,sign_platt,0.4021558872305141,weth_usdc_3000,widens_gap,2026-06
0.9947624126096333,1,rolling_pool_held_out,0.9973777682551548,0.9973777682551548,global_offset,0.0,eurc_usdc_500,closes_gap,2026-02
0.9816562692991098,1,rolling_pool_held_out,0.9907856828290919,0.9907856828290919,global_offset,0.0,eurc_usdc_500,closes_gap,2026-03
0.9661350351895691,1,rolling_pool_held_out,0.9829216831414236,0.9829216831414236,global_offset,0.0,eurc_usdc_500,closes_gap,2026-04
