block_number,timestamp,tx_hash,log_index,event_type,tick_lower,tick_upper,amount,amount0,amount1
24690809,1773914579,0xb3ead7ccb1e380e39975f63231eb26d4068facea8fd803eff9583f10c88386e3,301,burn,199410,199420,429921708742841,4604604,2490293526334257
24690811,1773914603,0x7d20f4a7e7fe6ce0286eddbe166c26ced71c5c26fd248bd7f4c8477cf1c1d9c4,398,mint,199410,199420,363773472446568,3058040,2490296943210070
24690812,1773914615,0xf4d011364a9dc1769045dd26c41ccff616a4186f1bced837c09754f3c21dcf03,195,mint,198340,200430,324474320291356,750000000,363453552147893898
24690812,1773914615,0x194f1c9d7103908caadfe13df8f7eac220cc5f651f5630b259d17854fefb2611,463,burn,199410,199420,363773472446568,2914764,2555803506142376
24690820,1773914711,0x71482b74b68a6e376ece7982ec504792481395ef32136f730d8ee51982d5ec9d,1033,mint,199410,199420,257975682397894,441406,2555855189858134
24690829,1773914819,0xa5deab916db5dec5783619cf3a801e38d7da96e3bccea452dac9748c76ea2241,292,burn,199410,199420,257975682397894,1233587,2193585335656399
24690832,1773914855,0x6aef3c2ef23a41e6c7d92568f31e1cec52a31a1e60f0576bf5b78e421b8c00e0,128,mint,199410,199420,263791764735076,1369550,2193585335656399
24690842,1773914975,0xe49102192eff7b4fa6a1970385737e34df29f59f47c37915d94a8a9ad7556372,315,burn,199410,199420,263791764735076,946469,2387053299502384
24690847,1773915035,0xbe56206a462611a477c58e56bf766e5fcde2d128f0baab1af6051d0f6cc583f9,20,mint,199420,199430,736692928094373,11999883,2387147943095969
24690849,1773915059,0xe3eb0a377f6efb462c78b81921bcdf086a7dc0947009306e1ac92a2b003571a9,289,burn,199420,199430,736692928094373,9537066,3513987929885493
24690851,1773915083,0xe6f1d74fc4fb3f7b49306aeea69fc35e18792c8987df0ba4175f2f8b9e83ed99,232,mint,199420,199430,736781561401576,9538214,3514410706268732
24690852,1773915095,0x32f4c892739752109d12263ad5254df9f7911e2e728ba71196b61effb95ad808,381,burn,199420,199430,736781561401576,4369218,5879963229008002
24690856,1773915143,0x21f657175830c2330450d197bbb0d30f59b257600d28c56cc7a5e059c5e0fc89,156,mint,199420,199430,982625384240981,10112075,5880850754967004
24690862,1773915215,0xd8c95b492ef856d8b0ab654bb8b30d6d15744dff870f9359ea33831160eb4016,670,burn,199420,199430,982625384240981,7807403,6935580682105290
24690868,1773915287,0xdc65436858e7e523dbcefd5eb0ca0061e6f3e81ee46f5550d67f7dd9d3776fda,282,mint,199420,199430,1049585117112019,9370710,6936218678996163
24690872,1773915335,0x3272f37a3d1c9aa3c1d05016ed99ac21d4764da87c09e536c46e15a6a6eb6d65,459,burn,199420,199430,1049585117112019,4943456,8962545288053854
24690874,1773915359,0xc948a8cf4b3fd4d4db640c10bba397cf64e0fdb1196c21b8702880f3f90ed40b,524,mint,199420,199430,1052254707896180,5004172,8963305540658549
24690876,1773915383,0xbad4a084a40f3b087933011dfdd8424efa600d5d91b9c304858701dd03138081,403,burn,199420,199430,1052254707896180,11045651,6198252539955178
24690884,1773915479,0xd162253d5f762bb4b521279f033398e19d31300ceab5eb9bde2d5b3906bda12b,96,mint,199420,199430,3652325922435889,71813270,6198252573063348
24690892,1773915575,0x6a32096441ebacb34ee4711106748e9972a56a28946d593fb5192216eb092045,692,burn,199420,199430,3652325922435889,63583800,9962942404980233
24690905,1773915731,0x1c3611bef160437f4b2fc5e088844ffd8f97e9c7dbd23dc8ffb38ad9e8b25f28,435,mint,199430,199440,3401476947373337,76392929,1404868585920207
24690906,1773915743,0xac34e8dcd3af557dbfebea362a735dd7e37e43726c13152501c210a4670de302,574,burn,199430,199440,3401476947373337,79461424,0
24690911,1773915803,0xe3e9b463c891908c8def04be6ee255d615de938d52acfdb1f6b1471fe0365a08,217,mint,199420,199430,3333598917670165,59202269,8559521475956520
24690913,1773915827,0x1d906b070fc151441853b3e69e466f06612078b9053b9927a9b7095f862b0833,387,burn,199500,199580,0,0,0
24690916,1773915863,0x1530c9de598e4eed5eab1794183ff20549cab304ccb2b6d87327883d12755cd3,344,burn,199420,199430,3333598917670165,45873892,14657504175182113
24690918,1773915887,0x2a605d2699f6a2857f53361b30542891a7ca472673fa15a651f3713284392484,222,mint,198320,199900,13804376230646,15126318,15880425617316085
24690921,1773915923,0x0d437cae83554d0d77e0206cbf6d38b8b30fb9b7c3a80910f82ce6d927d3456e,134,burn,199500,199580,0,0,0
24690924,1773915959,0xfa0cb5b86cf2c121daec80b832422b9adf13fd485fcaafcc52ba674813ed8d7f,702,mint,199420,199430,1535723598173076,3855687,14659792062638050
24690925,1773915971,0x8f4a6fee64ed5ee146d4469775e51ad345c0c6da32a7967e93bf4aaeb0301a6c,329,burn,199500,199580,8624197226364781,1603311229,0
24690926,1773915983,0x6192bea4211326abae91702fab263f0e9f0ab67d858230e64893079274427aa7,279,burn,199420,199430,1535723598173076,3855686,14659792062638049
24690928,1773916007,0x6c24d514bdc3d8fb764bccd75e7662c723fcf02fbe90cb79a3c5ff369883b4bb,595,mint,199420,199430,1535335069230287,3846610,14659792062638049
24690936,1773916103,0x3d63e76f8843f28d9d22fe8c681483a093fe7b3dae2bc288d1900f6b29881f55,301,burn,199420,199430,1535335069230287,3191865,14959522349070779
24690937,1773916115,0x12d3024ca4a5e54cbaa3d51533b0883827fe75da55785599039f71fae4ccbecb,471,mint,199420,199430,1535346689474449,3191890,14959635570807016
24690939,1773916139,0x6a12f0ffe1d901d391f1b02b6dfb66e96bf082a3360109e71f1a8af14152db7f,447,burn,199420,199430,1535346689474449,0,16420905284842764
24690954,1773916319,0xe5e4e475695e92611b5bbb2a33c040c206cb79e4f403dec829564387e92a35da,293,mint,199440,199450,3212836865044856,62287563,5834263259460820
24690956,1773916343,0x843de99d5315eb4418fe5032edd5517c821aebb6960ce83f4ca44459cb025015,508,burn,199440,199450,3212836865044856,63426927,5312024304297124
24690961,1773916403,0x8d4f35a864ebff4fa17c19f5ef1ba970a7c5325ac5a7aff74d6e618b7cf16249,169,mint,199400,199480,26790876793000522,2468078960,1160622427505491128
24690961,1773916403,0x8878b47e74106729941bc72cd92e421c997c272f1aea905f2a0643a8384aedc9,222,mint,199440,199450,2864023866036079,63427575,1578852782019871
24690962,1773916415,0x605b42c2280dc698e332b40cb1c641cc10bdc2ad102226560ea4a0c8340363b1,489,burn,199440,199450,2864023866036079,48804931,8281275581663479
24690969,1773916499,0xe5ffcd5f31a3f23a6b3447360b1c2fc1593240c58c9a85f629817bb67da235fe,394,mint,199420,199510,6995525684962449,1003396009,213068834378402998
24690971,1773916523,0x55022681398b1b61ea19b5b7b49a676c72bc42866764a3b7a9dd9ec53da5fa49,491,mint,199440,199450,2494389208268310,8939299,22604253203688690
24690974,1773916559,0x69e31eac335132d5ce585aadbb1dfe164ed3eb7b92caa62db1d7fca1d452370b,396,burn,199440,199450,2494389208268310,0,26704787771711144
24690982,1773916655,0x9a6bc9602bc612001f9498d9934292f5b3c00248a6166d94c57e298e50014d61,425,mint,199450,199460,3524327256230756,24053427,26706326241409007
24690985,1773916691,0x26779d484e5c41b4c766f7a201a46a5179f49b85ee7bcd3686436d8a637db319,148,burn,199450,199460,3524327256230756,39349159,19685187747529799
24690987,1773916715,0xd10cc03500fe519e5cfcdab595f89ee4ba423d34e6e52895738b16c84499cc19,425,mint,199450,199460,3518045993032706,39202591,19685187747529800
24690988,1773916727,0x45d8474c9acaa6a0c04dd24153a5bf14cfa23265a52d8af95d529766bca9050a,309,burn,196950,199360,41627110621485545,0,100755860911587690427
24690991,1773916763,0x59e4f890d84ae1b65c5fb974b4c10e244ae42e1cb31f075f8adf1cff6a9f48ae,498,burn,199590,201650,870570290205341,3950218793,0
24690992,1773916775,0xde6909fc198b0cba595990d4e34a1c24f2cd60db9998f9a57311a4b48cd7c009,203,burn,199450,199460,3518045993032706,34975934,21625203910244448
24690996,1773916823,0x6caafdbebd7d4944ac46ae02b034e6816d5445d5cfc1046c09995a8697eb67cb,112,mint,199450,199460,3566677599425730,50940445,14818897794815699
24690998,1773916847,0x7a6aee53766acef4438436b1c2277caf14a328db8d0809423e4b113ce2e82a5b,356,burn,199450,199460,3566677599425730,10565380,33352396057652795
24691001,1773916883,0x6616029aef05d70191d0b19f4b0efa289d8dc6dc283c1a8ef85f9c2930e7a229,432,mint,199450,199460,3850804532208774,10565380,36395741651403448
24691003,1773916907,0x25bf2057d68832064042f449c828d488df362eb0d6abb301c12c682cf0a1a30a,294,burn,199450,199460,3850804532208774,24542370,29978720290830003
24691005,1773916931,0x2d9039c53bb57d22223222454335eaacd87b80198ae9b8d639262b5780ddab79,339,mint,199450,199460,3891875499222914,24548640,30415749383753417
24691011,1773917003,0x7a119b3ea1feaba16ba924d7c3c6d8667cfe9031f9d22688596877085b22abf9,272,burn,199450,199460,3891875499222914,27248702,29176226516054902
24691017,1773917075,0xedecd7a865a867420437e2a46cfa395070a5f9ee007fd6b0fa39b4a7b8ea593b,461,mint,199450,199460,3037443339116328,48345,32512756588734587
24691023,1773917147,0x18b57e826a07ef31962b2aca0134ef088722c5ea8c76c097ce0e155cd6f641e3,433,burn,199450,199460,3037443339116328,13231538,26459562786550765
24691025,1773917171,0xa4fccc2f5d35b6a29417c6e2d7356ba86f89a7799e25a424aea349ab99c4e2c2,538,mint,199450,199460,2967191700796610,11592595,26459562786550767
24691032,1773917255,0x68c0e68b3620248e654f520c13d2634a1968320718fcb50d0dff4e6e0c90268d,195,burn,199450,199460,2967191700796610,24453857,20555170778961384
24691034,1773917279,0xc2c6ec83d38d1d51b48c10b6b0183d06a99a33e33f34703a4d0fe1f9730d846a,394,mint,199450,199460,2463184063187610,12694530,20555173942192398
24691036,1773917303,0x29fe8f03dd1595da6ad3efcaf736a9734665c87d26760a842b3278d5a4066acd,236,burn,199450,199460,2463184063187610,12641306,20579608706898168
24691037,1773917315,0xab1548b41876866703e6e94f53523c319c3def99e3425bdbdbeeacf3a79906e5,326,mint,199450,199460,2463185160464882,12641313,20579617874518745
24691041,1773917363,0x863a6f17eb3f7a9835f392240bdd713db953d98b8ed48193d1211509bdf0294f,511,burn,199450,199460,2463185160464882,23331340,15672261352916308
24691043,1773917387,0x6043ce17e5dedf67dc1649a5135d58eca1f75d8a865822d4ccbe2fc71f6f80b1,144,mint,199450,199460,2463185195308668,23331342,15672261574613374
24691046,1773917423,0x24ef55ee6ea2e75d15fa6fc477d410a0087e636faf78a55bfd639f0c3fe1fb14,161,burn,199400,202590,1878641231997053,12693476213,123469266081136910
24691046,1773917423,0x24ef55ee6ea2e75d15fa6fc477d410a0087e636faf78a55bfd639f0c3fe1fb14,163,burn,199400,202590,0,0,0
24691048,1773917447,0x7c3b92354c8e5f56da2c5b476bc820deae5f975149cb4525ea17491275927063,550,burn,199450,199460,2463185195308668,0,26383907396035749
24691054,1773917519,0x99b03f5e6bb7aa941a183e37a08891c4a08747629acab0d69cfbe4ca65e8202f,669,mint,199460,199470,2785180326742304,40618748,11182739883575581
24691056,1773917543,0xa5db4609ee0bdef8cae20e1af7080a6350e142af526b01ea644294bf43ec0523,763,burn,199460,199470,2785180326742304,12676971,24021254388183457
24691063,1773917627,0x12c051983708be32d9da6e5ed3dd4c62dcf2dbd7a5e762fe310434bb126fc7de,747,mint,199470,199480,554271891724970,12676971,112814772355998
24691067,1773917675,0x9db5fe81dc0c8905bb2b50529626e5f61113266142f261cc6f46ece0ff9d386a,257,burn,199470,199480,554271891724970,11174800,803359174134799
24691068,1773917687,0xc642b9cf6c0796c23e0549dba894176309382b391bfbfe51149df2c6f319c60f,507,mint,199470,199480,554271863908448,11174800,803359133817659
24691070,1773917711,0x132438564daecfdef16bcb941b111db8dde3a53bdf95a7e2aa683e36aefd700f,313,burn,199470,199480,554271863908448,12922397,0
24691072,1773917735,0x116ba082fdc4656b16ce945b5f4c1a3e34ab554604ca818d458cb04b75b3a019,226,mint,199460,199470,3847322376943957,4594183,39118701980283527
24691082,1773917855,0x3b7d581bd91f6744aa448369cee88083d232747044deeb9b0814ffdf9578a287,366,burn,199460,199470,3847322376943957,0,41230420416550062
24691083,1773917867,0x523e2eac51c6aee4190bf4058c93609587c720f619877db81305278f5c5fa9b7,328,mint,199470,199480,690134477592059,8330444,3567600671792693
24691087,1773917915,0xfd4e6efc4a28817354f86f4594dc13b30ab2adfffdf1c5aff8372c2977722df4,401,burn,199470,199480,690134477592059,7364123,4012009253907455
24691098,1773918047,0x0beeaec3f1d3259b98be1f4daf0e7cfc782796812772199e66825498e4d34b3a,217,mint,199470,199480,2122205957212506,7364123,19366175135123749
24691103,1773918107,0x7787cafdb9ad4231cf1a8aadd911b097cd42eeebaeeba9961495ed062cdb2f77,639,burn,199470,199480,2122205957212506,7102095,19486722198770978
24691104,1773918119,0xa8115a56d83ba1cb7521158d62e371cefd9b970b5dbd76f035d93f95678bb444,274,mint,199470,199480,2122205821153932,7102095,19486720949440948
24691105,1773918131,0x2b748bf0489b5c93c2224abdb52d8773803c1a0b6560e3dd972bc2b94f61e59a,170,burn,199470,199480,2122205821153932,27930082,9906694075757287
24691109,1773918179,0x987fe003595b3718a7ed86b77d84691703a51886dd0f8d64a82e714be7da3725,348,mint,199470,199480,1289529560112680,27937896,977477477963280
24691110,1773918191,0x686f44aa1e89f13dd364ea4b97f6a7280f72298585ecfb03bc2bf8100237d74e,310,burn,199470,199480,1289529560112680,26094843,1824745270930792
24691114,1773918239,0x175db87c07e36188cb82537d8f06ef407fa4547c798ffcec24926187f22e0c6f,425,mint,199470,199480,2925765633425980,26094843,19365576618905558
24691119,1773918299,0x4e2805d3df983f4711cde554027a3d5999dfb4bc5ca3c04243f6d36b73bfa829,290,burn,199470,199480,2925765633425980,26094842,19365576618905557
24691120,1773918311,0x3d9b47004a8161bafafe33ff4968df07a01a6a1497a64e4f7bea2593a5141d29,372,mint,199470,199480,2925765521305526,26094842,19365575876782806
24691122,1773918335,0x7a87abe8c884b0434cd80df3679c940c80f28265bf5126cb79583215aef0ef7e,548,burn,199470,199480,2925765521305526,0,31370095353185455
24691127,1773918395,0x35ab0b38f57753e1b44dad791cf1506f7122450b868d5d0d46214493a82c383b,146,mint,199480,199490,4201744355774961,0,45073686825832817
24691133,1773918467,0x3f8d6f970e4a1ff40bd3d5ce2a14456325207031c6e3849baf9283ee8cef63d7,512,burn,199480,199490,4201744355774961,7153931,41778831215854068
24691134,1773918479,0xa4e19fc0939116f1c1b6648317474efa4f93a7d213f6e31f5999619de941ba7b,302,mint,199480,199490,4201823819663392,7154068,41779621342073421
24691137,1773918515,0xc9b0852be38f5064b5cf67b5ae3a34f3d56b719c50b2207fbf0817c0da9cdc6f,370,burn,199480,199490,4201823819663392,7831170,41467783125644234
24691143,1773918587,0xadd1ecb896af2c2a9ed886889043fe3f6d78dee288833eb2c7d85186bea6ba41,512,mint,199480,199490,1411679937801135,7835686,11535069669519154
24691143,1773918587,0x2d9cc1db19ce8472a936c3edc4e937561691b3484b145e173978ee2ed0230840,550,mint,198530,200370,4972118883535,10000000,4988025891059654
24691145,1773918611,0x5428a1e12800684b4c3140abdaf8f7d01593716e07ce13f8886a4228218f7c2a,492,burn,199480,199490,1411679937801135,3948293,13325214013622742
24691157,1773918755,0xea41897ecd64fe0e0e2695133cacac43d9008909762564ee176045460247ec37,548,mint,199500,199510,182891128424904,3948293,142593926562443
24691159,1773918779,0xb7483a3008b1afa02c40320d4e6682faa41fbee1153149a7519f40fea02f79cb,333,burn,199500,199510,182891128424904,4257567,0
24691165,1773918851,0xa1d379d7bee52fbdb8bcd85464751f8d70e7053d906f3d82967f742da47fd626,285,mint,199480,199490,455221913901978,4257683,2922715259402905
24691167,1773918875,0xbf9add91b42f149572e72a678671d11ab507f28518053d99f48e6366744c1433,189,burn,199480,199490,455221913901978,3305257,3361229294975955
24691168,1773918887,0x843056bf78e4ca3417d3c806330aabd1b4c5c7792893397a62d629c7ff0b85a4,230,burn,199690,200690,0,0,0
24691168,1773918887,0x843056bf78e4ca3417d3c806330aabd1b4c5c7792893397a62d629c7ff0b85a4,262,burn,199690,200690,2363359383499170,5317041058,0
24691175,1773918971,0x81f74da9d7f1b0de8d76639d84244aa766f56e02a9c4e0bb34aa52a4ec18f332,342,mint,199490,199500,150348494311430,3305257,90503566192138
24691179,1773919019,0x2925cf4f52822bf40f9c6c3c435b522969e93c774ae82fc8300a7b2e58fbaf64,677,burn,199490,199500,150348494311430,3303251,91427416884286
24691182,1773919055,0xfa9ec834600acc09936171b72f8001af87d0eca06da551b12d62c78a14169da2,110,mint,199480,199490,4186465756908020,2940190,43555607941042762
24691184,1773919079,0x85ce03ab0b0fe1cd3058a1dce5ff1da3587014e06aafb5992a0f08b08be11445,242,burn,199480,199490,4186465756908020,1622861,44162332244797388
24691188,1773919127,0x1921e577df4a32bed7938dfd6445824727b301151f3ddae9fe737cf9d5d2d251,214,mint,199490,199500,159886831791662,1986055,800610500817500
24691192,1773919175,0x80b8f092f0dab17c240da0d7e77ba642559d05fdf132c5e1b18909c423e67249,272,burn,199490,199500,159886831791662,2377879,620068472949120
24691199,1773919259,0xc552e6de425ed9393a7fdde6f99f85e501c620ad0e709da1302387eafc8805de,181,mint,199480,199490,104964642596433,2378058,31235393174019
24691201,1773919283,0x0bff5c1bb1f8c9a71252a93bf37e9c28bd8026acc75d7f506b88bd2de73375df,389,burn,199480,199490,104964642596433,2445942,0
24691206,1773919343,0xfe83dd3e45d6fff5fb8ac46555bc6b43cbad7989334d17e42c236a85b32be5b5,318,mint,199470,199480,137818250683521,2445976,352669480599579
24691208,1773919367,0x42810b17efec68df84eb573e24fd90eeda92652bb0bbaa7448ac364a08696b48,365,burn,199470,199480,137818250683521,2445975,352669480599578
24691209,1773919379,0x73be64aa711e54e08c2149f962150fe580d898782194ede7aed6d44a23c3e7a8,314,mint,199470,199480,137818194338630,2445975,352669336416037
24691211,1773919403,0x9959e41bf64995bd23fcd098e2aac9db817db2d8ededf74fdd44c5240f41c3b8,143,burn,199470,199480,137818194338630,2445974,352669336416036
24691218,1773919487,0xb0acaed175407b94163794147ffd9faf9c3bbfd006c9ad73eb8782a576e91fef,281,mint,199470,199480,285131355356728,2445974,1931942156170932
24691241,1773919775,0x5d4efe16d4452ab4c7d08025a6f46534c161d334d0a8be698e96cd75274a6a4d,128,burn,199470,199480,285131355356728,2668697,1829501712610340
24691243,1773919799,0x75b0044bb1f83353570e4b1f2e1659f80f34a256a9057110c90231a75cd66d11,345,mint,199470,199480,283960367510909,2668780,1816909274500253
24691244,1773919811,0x7e7dd7f5fc2aa7c6af38dc9efcbfdc76b96c186654b7421391db3003723d50e1,413,burn,199470,199480,283960367510909,2668779,1816909274500252
24691252,1773919907,0x8e1d4975e87e967be6352b162d876537b50125faa4e428b56fc7c9cec07befd2,476,mint,199460,199470,279683138331833,2668779,1770780992215561
24691254,1773919931,0xd2273fa635641ad2ccf73067ad9e2cd4f5cd2075d314d3c9bda8b4dfb495ea01,473,burn,199460,199470,279683138331833,2668774,1770783287159357
24691255,1773919943,0xab76c105b036b54ad54b226347cd2f302525b8c307314746c0dea5cd700cf008,129,mint,199460,199470,279683137778100,2668774,1770783283653458
24691262,1773920027,0x8ed4e115484feaedabe17c5e762526f786995ec72f51ce9691f5469efe4dee27,197,burn,199460,199470,279683137778100,729231,2662085589405697
24691266,1773920075,0x524e4811d8c08e9fb924b676487c038dca28fec7adec09e62e26d158c3eb8344,469,mint,198490,201090,94979998085357,342880885,98194906562210945
24691275,1773920183,0x87d36f451f89e6ce9c2294aa13d303c6be6749bad120a9c1081a0b6e0ea84838,497,burn,199840,200670,261815510700178,487290845,0
24691281,1773920255,0x578e274d48a9a5f856b4a297e551499b021a2281a33797b7b587b37637e6fdac,416,mint,199500,199510,47397795446336,729231,172530359771687
24691289,1773920351,0x81ca9ab390e584dc1cbfe341b7e1f910023d57e8306efd30b488ccbaec599328,369,burn,199500,199510,47397795446336,877509,104149187199210
24691291,1773920375,0x97324661f05353d8ffb224a57156d30707e56495ca05be86a08ca1d3065d68e7,350,mint,199500,199510,47400765656399,877564,104155713767819
24691293,1773920399,0x2ef6697df20a38450a3dd5fcde9ddd4d5c2e9b5339434cc028ca9abdfedbea5a,620,burn,199500,199510,47400765656399,755120,160622075725178
24691295,1773920423,0x146128df1c36f2ce4d50893c388c2a32df075a6527877d9b0d1a58d3f4f74b71,225,mint,199500,199510,48289257105444,755120,170160912440773
24691297,1773920447,0xc65cf695afb3acadc53e36e1f1faf1eddfd894204509f07beb481d7505b54bd4,294,burn,199500,199510,48289257105444,606556,238682003477311
24691300,1773920483,0x94ff80765b4558c83d0a99f2c97ee35eb0461f0d90da7df7f89a36c458be505f,539,mint,199500,199510,51073527319365,606556,268576038736268
24691302,1773920507,0x78cdb706e3cad540854215da895b2b041135fc5897fbe0ee04971cf75cbb6e34,623,burn,199500,199510,51073527319365,449510,341021291205222
24691313,1773920639,0xcf98247c249a71d927ccc3454f97c9bf06a420eb51c3c6815d743d53ba7a42d1,539,mint,199500,199510,50949554929437,449510,339690168173195
24691322,1773920747,0x56ef70b8a7dc48548ee81bbfdc5fd8a86e7009efb5e6e1c60d626b6b03031e74,171,burn,199500,199510,50949554929437,681058,232880476553479
24691326,1773920795,0x7078cd10ec3b888e5d35ccbf47e4beb704faa37399daed26638cc990b6d43381,145,mint,199500,199510,55208371414326,681148,278563784793637
24691335,1773920903,0x6e58519bf129598a91ba99374363a5b0b9b8464c3cfcfa211c7688fec0e1d2a4,646,burn,199500,199510,55208371414326,1019954,122306295491533
24691339,1773920951,0xaec54810efe748d5e7c2d66c257a8e6bec50d7552b4a387c67d5820e52d312b3,494,mint,199500,199510,43920158685331,1020082,1081636970640
